CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Child_Age,Indicator,Value
2023-24,E12000005,West Midlands,E10000034,Worcestershire,12m,12m_Eligible_Pop,5408.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,12m,DTaP_IPV_Hib_HepB_12m,5160.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,12m,MenB_12m,5135.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,12m,PCV_12m,5198.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,12m,Rota_12m,5055.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,24m,24m_Eligible_Pop,5733.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,24m,DTaP_IPV_Hib_HepB_24m,5520.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,24m,Hib_MenC_24m,5367.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,24m,MMR_24m,5387.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,24m,MenB_booster_24m,5327.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,24m,PCV_24m,5362.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,5yr,5y_Eligible_Pop,6357.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,5yr,DTaP_IPV_5y,5692.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,5yr,DTaP_IPV_Hib_HepB_5y,6134.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,5yr,Hib_MenC_5y,6040.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,5yr,MMR1_5y,6104.0
2023-24,E12000005,West Midlands,E10000034,Worcestershire,5yr,MMR2_5y,5760.0
2023-24,E12000006,East of England,E06000055,Bedford,12m,12m_Eligible_Pop,2082.0
2023-24,E12000006,East of England,E06000055,Bedford,12m,DTaP_IPV_Hib_HepB_12m,1913.0
2023-24,E12000006,East of England,E06000055,Bedford,12m,MenB_12m,1901.0
2023-24,E12000006,East of England,E06000055,Bedford,12m,PCV_12m,1945.0
2023-24,E12000006,East of England,E06000055,Bedford,12m,Rota_12m,1849.0
2023-24,E12000006,East of England,E06000055,Bedford,24m,24m_Eligible_Pop,2124.0
2023-24,E12000006,East of England,E06000055,Bedford,24m,DTaP_IPV_Hib_HepB_24m,1975.0
2023-24,E12000006,East of England,E06000055,Bedford,24m,Hib_MenC_24m,1946.0
2023-24,E12000006,East of England,E06000055,Bedford,24m,MMR_24m,1937.0
2023-24,E12000006,East of England,E06000055,Bedford,24m,MenB_booster_24m,1883.0
2023-24,E12000006,East of England,E06000055,Bedford,24m,PCV_24m,1906.0
2023-24,E12000006,East of England,E06000055,Bedford,5yr,5y_Eligible_Pop,2326.0
2023-24,E12000006,East of England,E06000055,Bedford,5yr,DTaP_IPV_5y,2016.0
2023-24,E12000006,East of England,E06000055,Bedford,5yr,DTaP_IPV_Hib_HepB_5y,2162.0
2023-24,E12000006,East of England,E06000055,Bedford,5yr,Hib_MenC_5y,2094.0
2023-24,E12000006,East of England,E06000055,Bedford,5yr,MMR1_5y,2171.0
2023-24,E12000006,East of England,E06000055,Bedford,5yr,MMR2_5y,2035.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,12m,12m_Eligible_Pop,6513.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,12m,DTaP_IPV_Hib_HepB_12m,6170.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,12m,MenB_12m,6164.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,12m,PCV_12m,6279.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,12m,Rota_12m,5987.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,24m,24m_Eligible_Pop,7247.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,24m,DTaP_IPV_Hib_HepB_24m,6918.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,24m,Hib_MenC_24m,6714.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,24m,MMR_24m,6705.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,24m,MenB_booster_24m,6596.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,24m,PCV_24m,6667.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,5yr,5y_Eligible_Pop,7510.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,5yr,DTaP_IPV_5y,6628.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,5yr,DTaP_IPV_Hib_HepB_5y,7166.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,5yr,Hib_MenC_5y,6869.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,5yr,MMR1_5y,7128.0
2023-24,E12000006,East of England,E10000003,Cambridgeshire,5yr,MMR2_5y,6700.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,12m,12m_Eligible_Pop,3232.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,12m,DTaP_IPV_Hib_HepB_12m,3008.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,12m,MenB_12m,3025.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,12m,PCV_12m,3085.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,12m,Rota_12m,2984.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,24m,24m_Eligible_Pop,3478.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,24m,DTaP_IPV_Hib_HepB_24m,3250.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,24m,Hib_MenC_24m,3201.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,24m,MMR_24m,3187.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,24m,MenB_booster_24m,3138.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,24m,PCV_24m,3188.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,5yr,5y_Eligible_Pop,3598.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,5yr,DTaP_IPV_5y,3180.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,5yr,DTaP_IPV_Hib_HepB_5y,3392.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,5yr,Hib_MenC_5y,3362.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,5yr,MMR1_5y,3412.0
2023-24,E12000006,East of England,E06000056,Central Bedfordshire,5yr,MMR2_5y,3233.0
2023-24,E12000006,East of England,E10000012,Essex,12m,12m_Eligible_Pop,15482.0
2023-24,E12000006,East of England,E10000012,Essex,12m,DTaP_IPV_Hib_HepB_12m,14374.0
2023-24,E12000006,East of England,E10000012,Essex,12m,MenB_12m,14366.0
2023-24,E12000006,East of England,E10000012,Essex,12m,PCV_12m,14691.0
2023-24,E12000006,East of England,E10000012,Essex,12m,Rota_12m,14055.0
2023-24,E12000006,East of England,E10000012,Essex,24m,24m_Eligible_Pop,16746.0
2023-24,E12000006,East of England,E10000012,Essex,24m,DTaP_IPV_Hib_HepB_24m,15797.0
2023-24,E12000006,East of England,E10000012,Essex,24m,Hib_MenC_24m,15325.0
2023-24,E12000006,East of England,E10000012,Essex,24m,MMR_24m,15325.0
2023-24,E12000006,East of England,E10000012,Essex,24m,MenB_booster_24m,15099.0
2023-24,E12000006,East of England,E10000012,Essex,24m,PCV_24m,15238.0
2023-24,E12000006,East of England,E10000012,Essex,5yr,5y_Eligible_Pop,17640.0
2023-24,E12000006,East of England,E10000012,Essex,5yr,DTaP_IPV_5y,15502.0
2023-24,E12000006,East of England,E10000012,Essex,5yr,DTaP_IPV_Hib_HepB_5y,16869.0
2023-24,E12000006,East of England,E10000012,Essex,5yr,Hib_MenC_5y,16231.0
2023-24,E12000006,East of England,E10000012,Essex,5yr,MMR1_5y,16726.0
2023-24,E12000006,East of England,E10000012,Essex,5yr,MMR2_5y,15593.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,12m,12m_Eligible_Pop,12570.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,12m,DTaP_IPV_Hib_HepB_12m,11445.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,12m,MenB_12m,11510.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,12m,PCV_12m,11806.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,12m,Rota_12m,11220.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,24m,24m_Eligible_Pop,13920.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,24m,DTaP_IPV_Hib_HepB_24m,12695.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,24m,Hib_MenC_24m,12783.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,24m,MMR_24m,12680.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,24m,MenB_booster_24m,12262.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,24m,PCV_24m,12657.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,5yr,5y_Eligible_Pop,14690.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,5yr,DTaP_IPV_5y,12617.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,5yr,DTaP_IPV_Hib_HepB_5y,13633.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,5yr,Hib_MenC_5y,13403.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,5yr,MMR1_5y,13764.0
2023-24,E12000006,East of England,E10000015,Hertfordshire,5yr,MMR2_5y,12987.0
2023-24,E12000006,East of England,E06000032,Luton,12m,12m_Eligible_Pop,3543.0
2023-24,E12000006,East of England,E06000032,Luton,12m,DTaP_IPV_Hib_HepB_12m,3084.0
2023-24,E12000006,East of England,E06000032,Luton,12m,MenB_12m,3063.0
2023-24,E12000006,East of England,E06000032,Luton,12m,PCV_12m,3210.0
2023-24,E12000006,East of England,E06000032,Luton,12m,Rota_12m,2967.0
2023-24,E12000006,East of England,E06000032,Luton,24m,24m_Eligible_Pop,3716.0
2023-24,E12000006,East of England,E06000032,Luton,24m,DTaP_IPV_Hib_HepB_24m,3306.0
2023-24,E12000006,East of England,E06000032,Luton,24m,Hib_MenC_24m,3155.0
2023-24,E12000006,East of England,E06000032,Luton,24m,MMR_24m,3130.0
2023-24,E12000006,East of England,E06000032,Luton,24m,MenB_booster_24m,2924.0
2023-24,E12000006,East of England,E06000032,Luton,24m,PCV_24m,3073.0
2023-24,E12000006,East of England,E06000032,Luton,5yr,5y_Eligible_Pop,3792.0
2023-24,E12000006,East of England,E06000032,Luton,5yr,DTaP_IPV_5y,2929.0
2023-24,E12000006,East of England,E06000032,Luton,5yr,DTaP_IPV_Hib_HepB_5y,3304.0
2023-24,E12000006,East of England,E06000032,Luton,5yr,Hib_MenC_5y,3104.0
2023-24,E12000006,East of England,E06000032,Luton,5yr,MMR1_5y,3339.0
2023-24,E12000006,East of England,E06000032,Luton,5yr,MMR2_5y,3017.0
2023-24,E12000006,East of England,E10000020,Norfolk,12m,12m_Eligible_Pop,7514.0
2023-24,E12000006,East of England,E10000020,Norfolk,12m,DTaP_IPV_Hib_HepB_12m,7074.0
2023-24,E12000006,East of England,E10000020,Norfolk,12m,MenB_12m,7054.0
2023-24,E12000006,East of England,E10000020,Norfolk,12m,PCV_12m,7196.0
2023-24,E12000006,East of England,E10000020,Norfolk,12m,Rota_12m,6871.0
2023-24,E12000006,East of England,E10000020,Norfolk,24m,24m_Eligible_Pop,8073.0
2023-24,E12000006,East of England,E10000020,Norfolk,24m,DTaP_IPV_Hib_HepB_24m,7728.0
2023-24,E12000006,East of England,E10000020,Norfolk,24m,Hib_MenC_24m,7580.0
2023-24,E12000006,East of England,E10000020,Norfolk,24m,MMR_24m,7576.0
2023-24,E12000006,East of England,E10000020,Norfolk,24m,MenB_booster_24m,7465.0
2023-24,E12000006,East of England,E10000020,Norfolk,24m,PCV_24m,7525.0
2023-24,E12000006,East of England,E10000020,Norfolk,5yr,5y_Eligible_Pop,8951.0
2023-24,E12000006,East of England,E10000020,Norfolk,5yr,DTaP_IPV_5y,7962.0
2023-24,E12000006,East of England,E10000020,Norfolk,5yr,DTaP_IPV_Hib_HepB_5y,8591.0
2023-24,E12000006,East of England,E10000020,Norfolk,5yr,Hib_MenC_5y,8297.0
2023-24,E12000006,East of England,E10000020,Norfolk,5yr,MMR1_5y,8541.0
2023-24,E12000006,East of England,E10000020,Norfolk,5yr,MMR2_5y,8082.0
2023-24,E12000006,East of England,E06000031,Peterborough,12m,12m_Eligible_Pop,2577.0
2023-24,E12000006,East of England,E06000031,Peterborough,12m,DTaP_IPV_Hib_HepB_12m,2235.0
2023-24,E12000006,East of England,E06000031,Peterborough,12m,MenB_12m,2186.0
2023-24,E12000006,East of England,E06000031,Peterborough,12m,PCV_12m,2339.0
2023-24,E12000006,East of England,E06000031,Peterborough,12m,Rota_12m,2090.0
2023-24,E12000006,East of England,E06000031,Peterborough,24m,24m_Eligible_Pop,2788.0
2023-24,E12000006,East of England,E06000031,Peterborough,24m,DTaP_IPV_Hib_HepB_24m,2452.0
2023-24,E12000006,East of England,E06000031,Peterborough,24m,Hib_MenC_24m,2294.0
2023-24,E12000006,East of England,E06000031,Peterborough,24m,MMR_24m,2293.0
2023-24,E12000006,East of England,E06000031,Peterborough,24m,MenB_booster_24m,2227.0
2023-24,E12000006,East of England,E06000031,Peterborough,24m,PCV_24m,2260.0
2023-24,E12000006,East of England,E06000031,Peterborough,5yr,5y_Eligible_Pop,3127.0
2023-24,E12000006,East of England,E06000031,Peterborough,5yr,DTaP_IPV_5y,2370.0
2023-24,E12000006,East of England,E06000031,Peterborough,5yr,DTaP_IPV_Hib_HepB_5y,2772.0
2023-24,E12000006,East of England,E06000031,Peterborough,5yr,Hib_MenC_5y,2537.0
2023-24,E12000006,East of England,E06000031,Peterborough,5yr,MMR1_5y,2698.0
2023-24,E12000006,East of England,E06000031,Peterborough,5yr,MMR2_5y,2395.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,12m,12m_Eligible_Pop,1836.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,12m,DTaP_IPV_Hib_HepB_12m,1673.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,12m,MenB_12m,1662.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,12m,PCV_12m,1719.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,12m,Rota_12m,1614.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,24m,24m_Eligible_Pop,1891.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,24m,DTaP_IPV_Hib_HepB_24m,1756.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,24m,Hib_MenC_24m,1703.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,24m,MMR_24m,1697.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,24m,MenB_booster_24m,1669.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,24m,PCV_24m,1687.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,5yr,5y_Eligible_Pop,2132.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,5yr,DTaP_IPV_5y,1788.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,5yr,DTaP_IPV_Hib_HepB_5y,1988.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,5yr,Hib_MenC_5y,1884.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,5yr,MMR1_5y,1983.0
2023-24,E12000006,East of England,E06000033,Southend-on-Sea,5yr,MMR2_5y,1807.0
2023-24,E12000006,East of England,E10000029,Suffolk,12m,12m_Eligible_Pop,6885.0
2023-24,E12000006,East of England,E10000029,Suffolk,12m,DTaP_IPV_Hib_HepB_12m,6473.0
2023-24,E12000006,East of England,E10000029,Suffolk,12m,MenB_12m,6475.0
2023-24,E12000006,East of England,E10000029,Suffolk,12m,PCV_12m,6591.0
2023-24,E12000006,East of England,E10000029,Suffolk,12m,Rota_12m,6299.0
2023-24,E12000006,East of England,E10000029,Suffolk,24m,24m_Eligible_Pop,7315.0
2023-24,E12000006,East of England,E10000029,Suffolk,24m,DTaP_IPV_Hib_HepB_24m,7012.0
2023-24,E12000006,East of England,E10000029,Suffolk,24m,Hib_MenC_24m,6850.0
2023-24,E12000006,East of England,E10000029,Suffolk,24m,MMR_24m,6836.0
2023-24,E12000006,East of England,E10000029,Suffolk,24m,MenB_booster_24m,6729.0
2023-24,E12000006,East of England,E10000029,Suffolk,24m,PCV_24m,6811.0
2023-24,E12000006,East of England,E10000029,Suffolk,5yr,5y_Eligible_Pop,7837.0
2023-24,E12000006,East of England,E10000029,Suffolk,5yr,DTaP_IPV_5y,7020.0
2023-24,E12000006,East of England,E10000029,Suffolk,5yr,DTaP_IPV_Hib_HepB_5y,7458.0
2023-24,E12000006,East of England,E10000029,Suffolk,5yr,Hib_MenC_5y,7225.0
2023-24,E12000006,East of England,E10000029,Suffolk,5yr,MMR1_5y,7413.0
2023-24,E12000006,East of England,E10000029,Suffolk,5yr,MMR2_5y,7072.0
2023-24,E12000006,East of England,E06000034,Thurrock,12m,12m_Eligible_Pop,2161.0
2023-24,E12000006,East of England,E06000034,Thurrock,12m,DTaP_IPV_Hib_HepB_12m,1918.0
2023-24,E12000006,East of England,E06000034,Thurrock,12m,MenB_12m,1909.0
2023-24,E12000006,East of England,E06000034,Thurrock,12m,PCV_12m,1977.0
2023-24,E12000006,East of England,E06000034,Thurrock,12m,Rota_12m,1855.0
2023-24,E12000006,East of England,E06000034,Thurrock,24m,24m_Eligible_Pop,2433.0
2023-24,E12000006,East of England,E06000034,Thurrock,24m,DTaP_IPV_Hib_HepB_24m,2244.0
2023-24,E12000006,East of England,E06000034,Thurrock,24m,Hib_MenC_24m,2133.0
2023-24,E12000006,East of England,E06000034,Thurrock,24m,MMR_24m,2115.0
2023-24,E12000006,East of England,E06000034,Thurrock,24m,MenB_booster_24m,2103.0
2023-24,E12000006,East of England,E06000034,Thurrock,24m,PCV_24m,2119.0
2023-24,E12000006,East of England,E06000034,Thurrock,5yr,5y_Eligible_Pop,2516.0
2023-24,E12000006,East of England,E06000034,Thurrock,5yr,DTaP_IPV_5y,2087.0
2023-24,E12000006,East of England,E06000034,Thurrock,5yr,DTaP_IPV_Hib_HepB_5y,2366.0
2023-24,E12000006,East of England,E06000034,Thurrock,5yr,Hib_MenC_5y,2229.0
2023-24,E12000006,East of England,E06000034,Thurrock,5yr,MMR1_5y,2321.0
2023-24,E12000006,East of England,E06000034,Thurrock,5yr,MMR2_5y,2076.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,12m,12m_Eligible_Pop,3334.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,12m,DTaP_IPV_Hib_HepB_12m,2887.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,12m,MenB_12m,2823.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,12m,PCV_12m,2944.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,12m,Rota_12m,2776.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,24m,24m_Eligible_Pop,3487.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,24m,DTaP_IPV_Hib_HepB_24m,2985.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,24m,Hib_MenC_24m,2754.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,24m,MMR_24m,2772.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,24m,MenB_booster_24m,2692.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,24m,PCV_24m,2712.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,5yr,5y_Eligible_Pop,3913.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,5yr,DTaP_IPV_5y,2715.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,5yr,DTaP_IPV_Hib_HepB_5y,3351.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,5yr,Hib_MenC_5y,3092.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,5yr,MMR1_5y,3212.0
2023-24,E12000007,London,E09000002,Barking and Dagenham,5yr,MMR2_5y,2682.0
2023-24,E12000007,London,E09000003,Barnet,12m,12m_Eligible_Pop,4684.0
2023-24,E12000007,London,E09000003,Barnet,12m,DTaP_IPV_Hib_HepB_12m,4075.0
2023-24,E12000007,London,E09000003,Barnet,12m,MenB_12m,4003.0
2023-24,E12000007,London,E09000003,Barnet,12m,PCV_12m,4151.0
2023-24,E12000007,London,E09000003,Barnet,12m,Rota_12m,3914.0
2023-24,E12000007,London,E09000003,Barnet,24m,24m_Eligible_Pop,4947.0
2023-24,E12000007,London,E09000003,Barnet,24m,DTaP_IPV_Hib_HepB_24m,4409.0
2023-24,E12000007,London,E09000003,Barnet,24m,Hib_MenC_24m,4004.0
2023-24,E12000007,London,E09000003,Barnet,24m,MMR_24m,4043.0
2023-24,E12000007,London,E09000003,Barnet,24m,MenB_booster_24m,3923.0
2023-24,E12000007,London,E09000003,Barnet,24m,PCV_24m,3994.0
2023-24,E12000007,London,E09000003,Barnet,5yr,5y_Eligible_Pop,5525.0
2023-24,E12000007,London,E09000003,Barnet,5yr,DTaP_IPV_5y,3947.0
2023-24,E12000007,London,E09000003,Barnet,5yr,DTaP_IPV_Hib_HepB_5y,4852.0
2023-24,E12000007,London,E09000003,Barnet,5yr,Hib_MenC_5y,4544.0
2023-24,E12000007,London,E09000003,Barnet,5yr,MMR1_5y,4715.0
2023-24,E12000007,London,E09000003,Barnet,5yr,MMR2_5y,4028.0
2023-24,E12000007,London,E09000004,Bexley,12m,12m_Eligible_Pop,2780.0
2023-24,E12000007,London,E09000004,Bexley,12m,DTaP_IPV_Hib_HepB_12m,2544.0
2023-24,E12000007,London,E09000004,Bexley,12m,MenB_12m,2524.0
2023-24,E12000007,London,E09000004,Bexley,12m,PCV_12m,2560.0
2023-24,E12000007,London,E09000004,Bexley,12m,Rota_12m,2427.0
2023-24,E12000007,London,E09000004,Bexley,24m,24m_Eligible_Pop,2869.0
2023-24,E12000007,London,E09000004,Bexley,24m,DTaP_IPV_Hib_HepB_24m,2614.0
2023-24,E12000007,London,E09000004,Bexley,24m,Hib_MenC_24m,2478.0
2023-24,E12000007,London,E09000004,Bexley,24m,MMR_24m,2483.0
2023-24,E12000007,London,E09000004,Bexley,24m,MenB_booster_24m,2454.0
2023-24,E12000007,London,E09000004,Bexley,24m,PCV_24m,2451.0
2023-24,E12000007,London,E09000004,Bexley,5yr,5y_Eligible_Pop,3127.0
2023-24,E12000007,London,E09000004,Bexley,5yr,DTaP_IPV_5y,2602.0
2023-24,E12000007,London,E09000004,Bexley,5yr,DTaP_IPV_Hib_HepB_5y,2823.0
2023-24,E12000007,London,E09000004,Bexley,5yr,Hib_MenC_5y,2739.0
2023-24,E12000007,London,E09000004,Bexley,5yr,MMR1_5y,2808.0
2023-24,E12000007,London,E09000004,Bexley,5yr,MMR2_5y,2593.0
2023-24,E12000007,London,E09000005,Brent,12m,12m_Eligible_Pop,4202.0
2023-24,E12000007,London,E09000005,Brent,12m,DTaP_IPV_Hib_HepB_12m,3628.0
2023-24,E12000007,London,E09000005,Brent,12m,MenB_12m,3586.0
2023-24,E12000007,London,E09000005,Brent,12m,PCV_12m,3803.0
2023-24,E12000007,London,E09000005,Brent,12m,Rota_12m,3580.0
2023-24,E12000007,London,E09000005,Brent,24m,24m_Eligible_Pop,4367.0
2023-24,E12000007,London,E09000005,Brent,24m,DTaP_IPV_Hib_HepB_24m,3730.0
2023-24,E12000007,London,E09000005,Brent,24m,Hib_MenC_24m,3544.0
2023-24,E12000007,London,E09000005,Brent,24m,MMR_24m,3564.0
2023-24,E12000007,London,E09000005,Brent,24m,MenB_booster_24m,3375.0
2023-24,E12000007,London,E09000005,Brent,24m,PCV_24m,3462.0
2023-24,E12000007,London,E09000005,Brent,5yr,5y_Eligible_Pop,4374.0
2023-24,E12000007,London,E09000005,Brent,5yr,DTaP_IPV_5y,3299.0
2023-24,E12000007,London,E09000005,Brent,5yr,DTaP_IPV_Hib_HepB_5y,3665.0
2023-24,E12000007,London,E09000005,Brent,5yr,Hib_MenC_5y,3604.0
2023-24,E12000007,London,E09000005,Brent,5yr,MMR1_5y,3709.0
2023-24,E12000007,London,E09000005,Brent,5yr,MMR2_5y,3281.0
2023-24,E12000007,London,E09000006,Bromley,12m,12m_Eligible_Pop,3423.0
2023-24,E12000007,London,E09000006,Bromley,12m,DTaP_IPV_Hib_HepB_12m,3151.0
2023-24,E12000007,London,E09000006,Bromley,12m,MenB_12m,3130.0
2023-24,E12000007,London,E09000006,Bromley,12m,PCV_12m,3225.0
2023-24,E12000007,London,E09000006,Bromley,12m,Rota_12m,3063.0
2023-24,E12000007,London,E09000006,Bromley,24m,24m_Eligible_Pop,3745.0
2023-24,E12000007,London,E09000006,Bromley,24m,DTaP_IPV_Hib_HepB_24m,3468.0
2023-24,E12000007,London,E09000006,Bromley,24m,Hib_MenC_24m,3363.0
2023-24,E12000007,London,E09000006,Bromley,24m,MMR_24m,3370.0
2023-24,E12000007,London,E09000006,Bromley,24m,MenB_booster_24m,3309.0
2023-24,E12000007,London,E09000006,Bromley,24m,PCV_24m,3294.0
2023-24,E12000007,London,E09000006,Bromley,5yr,5y_Eligible_Pop,4064.0
2023-24,E12000007,London,E09000006,Bromley,5yr,DTaP_IPV_5y,3396.0
2023-24,E12000007,London,E09000006,Bromley,5yr,DTaP_IPV_Hib_HepB_5y,3733.0
2023-24,E12000007,London,E09000006,Bromley,5yr,Hib_MenC_5y,3649.0
2023-24,E12000007,London,E09000006,Bromley,5yr,MMR1_5y,3712.0
2023-24,E12000007,London,E09000006,Bromley,5yr,MMR2_5y,3499.0
2023-24,E12000007,London,E09000007,Camden,12m,12m_Eligible_Pop,2244.0
2023-24,E12000007,London,E09000007,Camden,12m,DTaP_IPV_Hib_HepB_12m,1936.0
2023-24,E12000007,London,E09000007,Camden,12m,MenB_12m,1904.0
2023-24,E12000007,London,E09000007,Camden,12m,PCV_12m,1951.0
2023-24,E12000007,London,E09000007,Camden,12m,Rota_12m,1862.0
2023-24,E12000007,London,E09000007,Camden,24m,24m_Eligible_Pop,2476.0
2023-24,E12000007,London,E09000007,Camden,24m,DTaP_IPV_Hib_HepB_24m,2150.0
2023-24,E12000007,London,E09000007,Camden,24m,Hib_MenC_24m,1919.0
2023-24,E12000007,London,E09000007,Camden,24m,MMR_24m,1934.0
2023-24,E12000007,London,E09000007,Camden,24m,MenB_booster_24m,1888.0
2023-24,E12000007,London,E09000007,Camden,24m,PCV_24m,1909.0
2023-24,E12000007,London,E09000007,Camden,5yr,5y_Eligible_Pop,2613.0
2023-24,E12000007,London,E09000007,Camden,5yr,DTaP_IPV_5y,1668.0
2023-24,E12000007,London,E09000007,Camden,5yr,DTaP_IPV_Hib_HepB_5y,2233.0
2023-24,E12000007,London,E09000007,Camden,5yr,Hib_MenC_5y,2043.0
2023-24,E12000007,London,E09000007,Camden,5yr,MMR1_5y,2146.0
2023-24,E12000007,London,E09000007,Camden,5yr,MMR2_5y,1717.0
2023-24,E12000007,London,E09000008,Croydon,12m,12m_Eligible_Pop,4848.0
2023-24,E12000007,London,E09000008,Croydon,12m,DTaP_IPV_Hib_HepB_12m,4136.0
2023-24,E12000007,London,E09000008,Croydon,12m,MenB_12m,4083.0
2023-24,E12000007,London,E09000008,Croydon,12m,PCV_12m,4238.0
2023-24,E12000007,London,E09000008,Croydon,12m,Rota_12m,4022.0
2023-24,E12000007,London,E09000008,Croydon,24m,24m_Eligible_Pop,4936.0
2023-24,E12000007,London,E09000008,Croydon,24m,DTaP_IPV_Hib_HepB_24m,4225.0
2023-24,E12000007,London,E09000008,Croydon,24m,Hib_MenC_24m,3913.0
