Year,OrgCode,OrgName,OrgType,VacCode,Value
2020-21,E06000020,Telford and Wrekin,LA,12m_Eligible_Pop,2103.0
2020-21,E06000021,Stoke-on-Trent,LA,12m_Eligible_Pop,3352.0
2020-21,E06000022,Bath and North East Somerset,LA,12m_Eligible_Pop,1816.0
2020-21,E06000023,"Bristol, City of",LA,12m_Eligible_Pop,5533.0
2020-21,E06000024,North Somerset,LA,12m_Eligible_Pop,2017.0
2020-21,E06000025,South Gloucestershire,LA,12m_Eligible_Pop,2896.0
2020-21,E06000026,Plymouth,LA,12m_Eligible_Pop,2776.0
2020-21,E06000027,Torbay,LA,12m_Eligible_Pop,1162.0
2020-21,E06000030,Swindon,LA,12m_Eligible_Pop,2667.0
2020-21,E06000031,Peterborough,LA,12m_Eligible_Pop,2602.0
2020-21,E06000032,Luton,LA,12m_Eligible_Pop,3368.0
2020-21,E06000033,Southend-on-Sea,LA,12m_Eligible_Pop,1957.0
2020-21,E06000034,Thurrock,LA,12m_Eligible_Pop,2397.0
2020-21,E06000035,Medway,LA,12m_Eligible_Pop,3500.0
2020-21,E06000036,Bracknell Forest,LA,12m_Eligible_Pop,1433.0
2020-21,E06000037,West Berkshire,LA,12m_Eligible_Pop,1450.0
2020-21,E06000038,Reading,LA,12m_Eligible_Pop,2587.0
2020-21,E06000039,Slough,LA,12m_Eligible_Pop,2240.0
2020-21,E06000040,Windsor and Maidenhead,LA,12m_Eligible_Pop,1589.0
2020-21,E06000041,Wokingham,LA,12m_Eligible_Pop,1422.0
2020-21,E06000042,Milton Keynes,LA,12m_Eligible_Pop,3432.0
2020-21,E06000043,Brighton and Hove,LA,12m_Eligible_Pop,2381.0
2020-21,E06000044,Portsmouth,LA,12m_Eligible_Pop,2081.0
2020-21,E06000045,Southampton,LA,12m_Eligible_Pop,2550.0
2020-21,E06000046,Isle of Wight,LA,12m_Eligible_Pop,1023.0
2020-21,E06000047,County Durham,LA,12m_Eligible_Pop,4851.0
2020-21,E06000049,Cheshire East,LA,12m_Eligible_Pop,3878.0
2020-21,E06000050,Cheshire West and Chester,LA,12m_Eligible_Pop,3502.0
2020-21,E06000051,Shropshire,LA,12m_Eligible_Pop,2671.0
2020-21,E06000052,Cornwall and Isles of Scilly,LA,12m_Eligible_Pop,4878.0
2020-21,E06000054,Wiltshire,LA,12m_Eligible_Pop,4907.0
2020-21,E06000055,Bedford,LA,12m_Eligible_Pop,2051.0
2020-21,E06000056,Central Bedfordshire,LA,12m_Eligible_Pop,3269.0
2020-21,E06000057,Northumberland,LA,12m_Eligible_Pop,2681.0
2020-21,E06000058,"Bournemouth, Christchurch and Poole",LA,12m_Eligible_Pop,3774.0
2020-21,E06000059,Dorset,LA,12m_Eligible_Pop,2654.0
2020-21,E06000060,Buckinghamshire,LA,12m_Eligible_Pop,5926.0
2020-21,E08000001,Bolton,LA,12m_Eligible_Pop,3680.0
2020-21,E08000002,Bury,LA,12m_Eligible_Pop,2089.0
2020-21,E08000003,Manchester,LA,12m_Eligible_Pop,7286.0
2020-21,E08000004,Oldham,LA,12m_Eligible_Pop,3106.0
2020-21,E08000005,Rochdale,LA,12m_Eligible_Pop,2813.0
2020-21,E08000006,Salford,LA,12m_Eligible_Pop,3456.0
2020-21,E08000007,Stockport,LA,12m_Eligible_Pop,3321.0
2020-21,E08000008,Tameside,LA,12m_Eligible_Pop,2521.0
2020-21,E08000009,Trafford,LA,12m_Eligible_Pop,2379.0
2020-21,E08000010,Wigan,LA,12m_Eligible_Pop,3353.0
2020-21,E08000011,Knowsley,LA,12m_Eligible_Pop,1905.0
2020-21,E08000012,Liverpool,LA,12m_Eligible_Pop,5766.0
2020-21,E08000013,St. Helens,LA,12m_Eligible_Pop,1907.0
2020-21,E08000014,Sefton,LA,12m_Eligible_Pop,2479.0
2020-21,E08000015,Wirral,LA,12m_Eligible_Pop,3176.0
2020-21,E08000016,Barnsley,LA,12m_Eligible_Pop,2831.0
2020-21,E08000017,Doncaster,LA,12m_Eligible_Pop,3455.0
2020-21,E08000018,Rotherham,LA,12m_Eligible_Pop,2705.0
2020-21,E08000019,Sheffield,LA,12m_Eligible_Pop,5967.0
2020-21,E08000021,Newcastle upon Tyne,LA,12m_Eligible_Pop,2911.0
2020-21,E08000022,North Tyneside,LA,12m_Eligible_Pop,2143.0
2020-21,E08000023,South Tyneside,LA,12m_Eligible_Pop,1461.0
2020-21,E08000024,Sunderland,LA,12m_Eligible_Pop,2510.0
2020-21,E08000025,Birmingham,LA,12m_Eligible_Pop,15036.0
2020-21,E08000026,Coventry,LA,12m_Eligible_Pop,4296.0
2020-21,E08000027,Dudley,LA,12m_Eligible_Pop,3499.0
2020-21,E08000028,Sandwell,LA,12m_Eligible_Pop,4294.0
2020-21,E08000029,Solihull,LA,12m_Eligible_Pop,2298.0
2020-21,E08000030,Walsall,LA,12m_Eligible_Pop,3711.0
2020-21,E08000031,Wolverhampton,LA,12m_Eligible_Pop,3290.0
2020-21,E08000032,Bradford,LA,12m_Eligible_Pop,7239.0
2020-21,E08000033,Calderdale,LA,12m_Eligible_Pop,2180.0
2020-21,E08000034,Kirklees,LA,12m_Eligible_Pop,4804.0
2020-21,E08000035,Leeds,LA,12m_Eligible_Pop,9208.0
2020-21,E08000036,Wakefield,LA,12m_Eligible_Pop,4094.0
2020-21,E08000037,Gateshead,LA,12m_Eligible_Pop,1984.0
2020-21,E09000002,Barking and Dagenham,LA,12m_Eligible_Pop,3510.0
2020-21,E09000003,Barnet,LA,12m_Eligible_Pop,5089.0
2020-21,E09000004,Bexley,LA,12m_Eligible_Pop,2910.0
2020-21,E09000005,Brent,LA,12m_Eligible_Pop,4798.0
2020-21,E09000006,Bromley,LA,12m_Eligible_Pop,3893.0
2020-21,E09000007,Camden,LA,12m_Eligible_Pop,2454.0
2020-21,E09000008,Croydon,LA,12m_Eligible_Pop,5060.0
2020-21,E09000009,Ealing,LA,12m_Eligible_Pop,4925.0
2020-21,E09000010,Enfield,LA,12m_Eligible_Pop,4389.0
2020-21,E09000011,Greenwich,LA,12m_Eligible_Pop,4102.0
2020-21,E09000012,Hackney and City of London,LA,12m_Eligible_Pop,4121.0
2020-21,E09000013,Hammersmith and Fulham,LA,12m_Eligible_Pop,2197.0
2020-21,E09000014,Haringey,LA,12m_Eligible_Pop,3567.0
2020-21,E09000015,Harrow,LA,12m_Eligible_Pop,3419.0
2020-21,E09000016,Havering,LA,12m_Eligible_Pop,3332.0
2020-21,E09000017,Hillingdon,LA,12m_Eligible_Pop,3820.0
2020-21,E09000018,Hounslow,LA,12m_Eligible_Pop,3818.0
2020-21,E09000019,Islington,LA,12m_Eligible_Pop,2522.0
2020-21,E09000020,Kensington and Chelsea,LA,12m_Eligible_Pop,2190.0
2020-21,E09000021,Kingston upon Thames,LA,12m_Eligible_Pop,2063.0
2020-21,E09000022,Lambeth,LA,12m_Eligible_Pop,4157.0
2020-21,E09000023,Lewisham,LA,12m_Eligible_Pop,4394.0
2020-21,E09000024,Merton,LA,12m_Eligible_Pop,2443.0
2020-21,E09000025,Newham,LA,12m_Eligible_Pop,5640.0
2020-21,E09000026,Redbridge,LA,12m_Eligible_Pop,4428.0
2020-21,E09000027,Richmond upon Thames,LA,12m_Eligible_Pop,2146.0
2020-21,E09000028,Southwark,LA,12m_Eligible_Pop,3767.0
2020-21,E09000029,Sutton,LA,12m_Eligible_Pop,2301.0
2020-21,E09000030,Tower Hamlets,LA,12m_Eligible_Pop,4268.0
2020-21,E09000031,Waltham Forest,LA,12m_Eligible_Pop,4361.0
2020-21,E09000032,Wandsworth,LA,12m_Eligible_Pop,4323.0
2020-21,E09000033,Westminster,LA,12m_Eligible_Pop,1857.0
2020-21,E10000003,Cambridgeshire,LA,12m_Eligible_Pop,6771.0
2020-21,E10000006,Cumbria,LA,12m_Eligible_Pop,4336.0
2020-21,E10000007,Derbyshire,LA,12m_Eligible_Pop,7173.0
2020-21,E10000008,Devon,LA,12m_Eligible_Pop,6536.0
2020-21,E10000011,East Sussex,LA,12m_Eligible_Pop,4770.0
2020-21,E10000012,Essex,LA,12m_Eligible_Pop,16021.0
2020-21,E10000013,Gloucestershire,LA,12m_Eligible_Pop,6248.0
2020-21,E10000014,Hampshire,LA,12m_Eligible_Pop,13020.0
2020-21,E10000015,Hertfordshire,LA,12m_Eligible_Pop,13721.0
2020-21,E10000016,Kent,LA,12m_Eligible_Pop,16756.0
2020-21,E10000017,Lancashire,LA,12m_Eligible_Pop,11967.0
2020-21,E10000018,Leicestershire and Rutland,LA,12m_Eligible_Pop,7132.0
2020-21,E10000019,Lincolnshire,LA,12m_Eligible_Pop,6891.0
2020-21,E10000020,Norfolk,LA,12m_Eligible_Pop,7940.0
2020-21,E10000021,Northamptonshire,LA,12m_Eligible_Pop,8546.0
2020-21,E10000023,North Yorkshire,LA,12m_Eligible_Pop,5014.0
2020-21,E10000024,Nottinghamshire,LA,12m_Eligible_Pop,7869.0
2020-21,E10000025,Oxfordshire,LA,12m_Eligible_Pop,7571.0
2020-21,E10000027,Somerset,LA,12m_Eligible_Pop,5299.0
2020-21,E10000028,Staffordshire,LA,12m_Eligible_Pop,8394.0
2020-21,E10000029,Suffolk,LA,12m_Eligible_Pop,7175.0
2020-21,E10000030,Surrey,LA,12m_Eligible_Pop,11943.0
2020-21,E10000031,Warwickshire,LA,12m_Eligible_Pop,5899.0
2020-21,E10000032,West Sussex,LA,12m_Eligible_Pop,8536.0
2020-21,E10000034,Worcestershire,LA,12m_Eligible_Pop,5533.0
2020-21,E12000001,North East,Region,12m_Eligible_Pop,25647.0
2020-21,E12000002,North West,Region,12m_Eligible_Pop,80238.0
2020-21,E12000003,Yorkshire & the Humber,Region,12m_Eligible_Pop,58594.0
2020-21,E12000004,East Midlands,Region,12m_Eligible_Pop,49105.0
2020-21,E12000005,West Midlands,Region,12m_Eligible_Pop,66016.0
2020-21,E12000006,East of England,Region,12m_Eligible_Pop,67272.0
2020-21,E12000007,London,Region,12m_Eligible_Pop,116264.0
2020-21,E12000008,South East,Region,12m_Eligible_Pop,94210.0
2020-21,E12000009,South West,Region,12m_Eligible_Pop,53163.0
2020-21,K02000001,United Kingdom,UK,12m_Eligible_Pop,712166.0
2020-21,E92000001,England,Country,24m_Eligible_Pop,630876.0
2020-21,N92000002,Northern Ireland,Country,24m_Eligible_Pop,23144.0
2020-21,S92000003,Scotland,Country,24m_Eligible_Pop,51833.0
2020-21,W92000004,Wales,Country,24m_Eligible_Pop,31102.0
2020-21,E06000001,Hartlepool,LA,24m_Eligible_Pop,1025.0
2020-21,E06000002,Middlesbrough,LA,24m_Eligible_Pop,1822.0
2020-21,E06000003,Redcar and Cleveland,LA,24m_Eligible_Pop,1338.0
2020-21,E06000004,Stockton-on-Tees,LA,24m_Eligible_Pop,2101.0
2020-21,E06000005,Darlington,LA,24m_Eligible_Pop,1140.0
2020-21,E06000006,Halton,LA,24m_Eligible_Pop,1400.0
2020-21,E06000007,Warrington,LA,24m_Eligible_Pop,2228.0
2020-21,E06000008,Blackburn with Darwen,LA,24m_Eligible_Pop,2147.0
2020-21,E06000009,Blackpool,LA,24m_Eligible_Pop,1758.0
2020-21,E06000010,"Kingston upon Hull, City of",LA,24m_Eligible_Pop,3322.0
2020-21,E06000011,East Riding of Yorkshire,LA,24m_Eligible_Pop,2722.0
2020-21,E06000012,North East Lincolnshire,LA,24m_Eligible_Pop,1736.0
2020-21,E06000013,North Lincolnshire,LA,24m_Eligible_Pop,1724.0
2020-21,E06000014,York,LA,24m_Eligible_Pop,1904.0
2020-21,E06000015,Derby,LA,24m_Eligible_Pop,3484.0
2020-21,E06000016,Leicester,LA,24m_Eligible_Pop,4577.0
2020-21,E06000018,Nottingham,LA,24m_Eligible_Pop,3892.0
2020-21,E06000019,"Herefordshire, County of",LA,24m_Eligible_Pop,1658.0
2020-21,E06000020,Telford and Wrekin,LA,24m_Eligible_Pop,2133.0
2020-21,E06000021,Stoke-on-Trent,LA,24m_Eligible_Pop,3417.0
2020-21,E06000022,Bath and North East Somerset,LA,24m_Eligible_Pop,1801.0
2020-21,E06000023,"Bristol, City of",LA,24m_Eligible_Pop,5616.0
2020-21,E06000024,North Somerset,LA,24m_Eligible_Pop,2192.0
2020-21,E06000025,South Gloucestershire,LA,24m_Eligible_Pop,3048.0
2020-21,E06000026,Plymouth,LA,24m_Eligible_Pop,2906.0
2020-21,E06000027,Torbay,LA,24m_Eligible_Pop,1282.0
2020-21,E06000030,Swindon,LA,24m_Eligible_Pop,2758.0
2020-21,E06000031,Peterborough,LA,24m_Eligible_Pop,2707.0
2020-21,E06000032,Luton,LA,24m_Eligible_Pop,3442.0
2020-21,E06000033,Southend-on-Sea,LA,24m_Eligible_Pop,2013.0
2020-21,E06000034,Thurrock,LA,24m_Eligible_Pop,2439.0
2020-21,E06000035,Medway,LA,24m_Eligible_Pop,3714.0
2020-21,E06000036,Bracknell Forest,LA,24m_Eligible_Pop,1450.0
2020-21,E06000037,West Berkshire,LA,24m_Eligible_Pop,1525.0
2020-21,E06000038,Reading,LA,24m_Eligible_Pop,2659.0
2020-21,E06000039,Slough,LA,24m_Eligible_Pop,2318.0
2020-21,E06000040,Windsor and Maidenhead,LA,24m_Eligible_Pop,1670.0
2020-21,E06000041,Wokingham,LA,24m_Eligible_Pop,1544.0
2020-21,E06000042,Milton Keynes,LA,24m_Eligible_Pop,3569.0
2020-21,E06000043,Brighton and Hove,LA,24m_Eligible_Pop,2528.0
2020-21,E06000044,Portsmouth,LA,24m_Eligible_Pop,2093.0
2020-21,E06000045,Southampton,LA,24m_Eligible_Pop,2678.0
2020-21,E06000046,Isle of Wight,LA,24m_Eligible_Pop,1105.0
2020-21,E06000047,County Durham,LA,24m_Eligible_Pop,5094.0
2020-21,E06000049,Cheshire East,LA,24m_Eligible_Pop,3918.0
2020-21,E06000050,Cheshire West and Chester,LA,24m_Eligible_Pop,3531.0
2020-21,E06000051,Shropshire,LA,24m_Eligible_Pop,2797.0
2020-21,E06000052,Cornwall and Isles of Scilly,LA,24m_Eligible_Pop,5134.0
2020-21,E06000054,Wiltshire,LA,24m_Eligible_Pop,5035.0
2020-21,E06000055,Bedford,LA,24m_Eligible_Pop,2127.0
2020-21,E06000056,Central Bedfordshire,LA,24m_Eligible_Pop,3437.0
2020-21,E06000057,Northumberland,LA,24m_Eligible_Pop,2966.0
2020-21,E06000058,"Bournemouth, Christchurch and Poole",LA,24m_Eligible_Pop,3994.0
2020-21,E06000059,Dorset,LA,24m_Eligible_Pop,2769.0
2020-21,E06000060,Buckinghamshire,LA,24m_Eligible_Pop,6250.0
2020-21,E08000001,Bolton,LA,24m_Eligible_Pop,3661.0
2020-21,E08000002,Bury,LA,24m_Eligible_Pop,2245.0
2020-21,E08000003,Manchester,LA,24m_Eligible_Pop,7484.0
2020-21,E08000004,Oldham,LA,24m_Eligible_Pop,3262.0
2020-21,E08000005,Rochdale,LA,24m_Eligible_Pop,2893.0
2020-21,E08000006,Salford,LA,24m_Eligible_Pop,3446.0
2020-21,E08000007,Stockport,LA,24m_Eligible_Pop,3414.0
2020-21,E08000008,Tameside,LA,24m_Eligible_Pop,2592.0
2020-21,E08000009,Trafford,LA,24m_Eligible_Pop,2516.0
2020-21,E08000010,Wigan,LA,24m_Eligible_Pop,3394.0
2020-21,E08000011,Knowsley,LA,24m_Eligible_Pop,2038.0
2020-21,E08000012,Liverpool,LA,24m_Eligible_Pop,6150.0
2020-21,E08000013,St. Helens,LA,24m_Eligible_Pop,2015.0
2020-21,E08000014,Sefton,LA,24m_Eligible_Pop,2559.0
2020-21,E08000015,Wirral,LA,24m_Eligible_Pop,3329.0
2020-21,E08000016,Barnsley,LA,24m_Eligible_Pop,2768.0
2020-21,E08000017,Doncaster,LA,24m_Eligible_Pop,3440.0
2020-21,E08000018,Rotherham,LA,24m_Eligible_Pop,2774.0
2020-21,E08000019,Sheffield,LA,24m_Eligible_Pop,6171.0
2020-21,E08000021,Newcastle upon Tyne,LA,24m_Eligible_Pop,3048.0
2020-21,E08000022,North Tyneside,LA,24m_Eligible_Pop,2362.0
2020-21,E08000023,South Tyneside,LA,24m_Eligible_Pop,1541.0
2020-21,E08000024,Sunderland,LA,24m_Eligible_Pop,2643.0
2020-21,E08000025,Birmingham,LA,24m_Eligible_Pop,15803.0
2020-21,E08000026,Coventry,LA,24m_Eligible_Pop,4479.0
2020-21,E08000027,Dudley,LA,24m_Eligible_Pop,3677.0
2020-21,E08000028,Sandwell,LA,24m_Eligible_Pop,4448.0
2020-21,E08000029,Solihull,LA,24m_Eligible_Pop,2313.0
2020-21,E08000030,Walsall,LA,24m_Eligible_Pop,3783.0
2020-21,E08000031,Wolverhampton,LA,24m_Eligible_Pop,3398.0
2020-21,E08000032,Bradford,LA,24m_Eligible_Pop,7401.0
2020-21,E08000033,Calderdale,LA,24m_Eligible_Pop,2281.0
2020-21,E08000034,Kirklees,LA,24m_Eligible_Pop,4900.0
2020-21,E08000035,Leeds,LA,24m_Eligible_Pop,9786.0
2020-21,E08000036,Wakefield,LA,24m_Eligible_Pop,4145.0
2020-21,E08000037,Gateshead,LA,24m_Eligible_Pop,1941.0
2020-21,E09000002,Barking and Dagenham,LA,24m_Eligible_Pop,3535.0
2020-21,E09000003,Barnet,LA,24m_Eligible_Pop,5138.0
2020-21,E09000004,Bexley,LA,24m_Eligible_Pop,3010.0
2020-21,E09000005,Brent,LA,24m_Eligible_Pop,4465.0
2020-21,E09000006,Bromley,LA,24m_Eligible_Pop,4076.0
2020-21,E09000007,Camden,LA,24m_Eligible_Pop,2670.0
2020-21,E09000008,Croydon,LA,24m_Eligible_Pop,5083.0
2020-21,E09000009,Ealing,LA,24m_Eligible_Pop,5003.0
2020-21,E09000010,Enfield,LA,24m_Eligible_Pop,4408.0
2020-21,E09000011,Greenwich,LA,24m_Eligible_Pop,4120.0
2020-21,E09000012,Hackney and City of London,LA,24m_Eligible_Pop,4217.0
2020-21,E09000013,Hammersmith and Fulham,LA,24m_Eligible_Pop,2195.0
2020-21,E09000014,Haringey,LA,24m_Eligible_Pop,3565.0
2020-21,E09000015,Harrow,LA,24m_Eligible_Pop,3462.0
2020-21,E09000016,Havering,LA,24m_Eligible_Pop,3511.0
2020-21,E09000017,Hillingdon,LA,24m_Eligible_Pop,4033.0
2020-21,E09000018,Hounslow,LA,24m_Eligible_Pop,3949.0
2020-21,E09000019,Islington,LA,24m_Eligible_Pop,2582.0
2020-21,E09000020,Kensington and Chelsea,LA,24m_Eligible_Pop,2291.0
2020-21,E09000021,Kingston upon Thames,LA,24m_Eligible_Pop,2201.0
2020-21,E09000022,Lambeth,LA,24m_Eligible_Pop,4068.0
2020-21,E09000023,Lewisham,LA,24m_Eligible_Pop,4285.0
2020-21,E09000024,Merton,LA,24m_Eligible_Pop,2486.0
2020-21,E09000025,Newham,LA,24m_Eligible_Pop,5585.0
2020-21,E09000026,Redbridge,LA,24m_Eligible_Pop,4655.0
2020-21,E09000027,Richmond upon Thames,LA,24m_Eligible_Pop,2317.0
2020-21,E09000028,Southwark,LA,24m_Eligible_Pop,3663.0
2020-21,E09000029,Sutton,LA,24m_Eligible_Pop,2378.0
2020-21,E09000030,Tower Hamlets,LA,24m_Eligible_Pop,4214.0
2020-21,E09000031,Waltham Forest,LA,24m_Eligible_Pop,4362.0
2020-21,E09000032,Wandsworth,LA,24m_Eligible_Pop,4527.0
2020-21,E09000033,Westminster,LA,24m_Eligible_Pop,1890.0
2020-21,E10000003,Cambridgeshire,LA,24m_Eligible_Pop,6845.0
2020-21,E10000006,Cumbria,LA,24m_Eligible_Pop,4502.0
2020-21,E10000007,Derbyshire,LA,24m_Eligible_Pop,7463.0
2020-21,E10000008,Devon,LA,24m_Eligible_Pop,6926.0
2020-21,E10000011,East Sussex,LA,24m_Eligible_Pop,5016.0
2020-21,E10000012,Essex,LA,24m_Eligible_Pop,16579.0
2020-21,E10000013,Gloucestershire,LA,24m_Eligible_Pop,6597.0
2020-21,E10000014,Hampshire,LA,24m_Eligible_Pop,13444.0
2020-21,E10000015,Hertfordshire,LA,24m_Eligible_Pop,14201.0
2020-21,E10000016,Kent,LA,24m_Eligible_Pop,17584.0
2020-21,E10000017,Lancashire,LA,24m_Eligible_Pop,12275.0
2020-21,E10000018,Leicestershire and Rutland,LA,24m_Eligible_Pop,7410.0
2020-21,E10000019,Lincolnshire,LA,24m_Eligible_Pop,7014.0
2020-21,E10000020,Norfolk,LA,24m_Eligible_Pop,8458.0
2020-21,E10000021,Northamptonshire,LA,24m_Eligible_Pop,8717.0
2020-21,E10000023,North Yorkshire,LA,24m_Eligible_Pop,5437.0
2020-21,E10000024,Nottinghamshire,LA,24m_Eligible_Pop,8045.0
2020-21,E10000025,Oxfordshire,LA,24m_Eligible_Pop,7756.0
2020-21,E10000027,Somerset,LA,24m_Eligible_Pop,5318.0
2020-21,E10000028,Staffordshire,LA,24m_Eligible_Pop,8439.0
2020-21,E10000029,Suffolk,LA,24m_Eligible_Pop,7350.0
2020-21,E10000030,Surrey,LA,24m_Eligible_Pop,12833.0
2020-21,E10000031,Warwickshire,LA,24m_Eligible_Pop,6079.0
2020-21,E10000032,West Sussex,LA,24m_Eligible_Pop,8956.0
2020-21,E10000034,Worcestershire,LA,24m_Eligible_Pop,5951.0
2020-21,E12000001,North East,Region,24m_Eligible_Pop,27021.0
2020-21,E12000002,North West,Region,24m_Eligible_Pop,82757.0
2020-21,E12000003,Yorkshire & the Humber,Region,24m_Eligible_Pop,60511.0
2020-21,E12000004,East Midlands,Region,24m_Eligible_Pop,50602.0
2020-21,E12000005,West Midlands,Region,24m_Eligible_Pop,68375.0
2020-21,E12000006,East of England,Region,24m_Eligible_Pop,69598.0
2020-21,E12000007,London,Region,24m_Eligible_Pop,117944.0
2020-21,E12000008,South East,Region,24m_Eligible_Pop,98692.0
2020-21,E12000009,South West,Region,24m_Eligible_Pop,55376.0
2020-21,K02000001,United Kingdom,UK,24m_Eligible_Pop,736955.0
2020-21,E92000001,England,Country,5y_Eligible_Pop,693928.0
2020-21,N92000002,Northern Ireland,Country,5y_Eligible_Pop,25214.0
2020-21,S92000003,Scotland,Country,5y_Eligible_Pop,56881.0
2020-21,W92000004,Wales,Country,5y_Eligible_Pop,34669.0
2020-21,E06000001,Hartlepool,LA,5y_Eligible_Pop,1111.0
2020-21,E06000002,Middlesbrough,LA,5y_Eligible_Pop,2027.0
2020-21,E06000003,Redcar and Cleveland,LA,5y_Eligible_Pop,1422.0
2020-21,E06000004,Stockton-on-Tees,LA,5y_Eligible_Pop,2329.0
2020-21,E06000005,Darlington,LA,5y_Eligible_Pop,1250.0
2020-21,E06000006,Halton,LA,5y_Eligible_Pop,1623.0
2020-21,E06000007,Warrington,LA,5y_Eligible_Pop,2541.0
2020-21,E06000008,Blackburn with Darwen,LA,5y_Eligible_Pop,2363.0
2020-21,E06000009,Blackpool,LA,5y_Eligible_Pop,1891.0
2020-21,E06000010,"Kingston upon Hull, City of",LA,5y_Eligible_Pop,3642.0
2020-21,E06000011,East Riding of Yorkshire,LA,5y_Eligible_Pop,3196.0
2020-21,E06000012,North East Lincolnshire,LA,5y_Eligible_Pop,1943.0
2020-21,E06000013,North Lincolnshire,LA,5y_Eligible_Pop,2000.0
2020-21,E06000014,York,LA,5y_Eligible_Pop,2151.0
2020-21,E06000015,Derby,LA,5y_Eligible_Pop,3756.0
2020-21,E06000016,Leicester,LA,5y_Eligible_Pop,5091.0
2020-21,E06000018,Nottingham,LA,5y_Eligible_Pop,4277.0
2020-21,E06000019,"Herefordshire, County of",LA,5y_Eligible_Pop,1825.0
2020-21,E06000020,Telford and Wrekin,LA,5y_Eligible_Pop,2321.0
2020-21,E06000021,Stoke-on-Trent,LA,5y_Eligible_Pop,3696.0
2020-21,E06000022,Bath and North East Somerset,LA,5y_Eligible_Pop,2141.0
2020-21,E06000023,"Bristol, City of",LA,5y_Eligible_Pop,5900.0
2020-21,E06000024,North Somerset,LA,5y_Eligible_Pop,2470.0
2020-21,E06000025,South Gloucestershire,LA,5y_Eligible_Pop,3291.0
2020-21,E06000026,Plymouth,LA,5y_Eligible_Pop,3279.0
2020-21,E06000027,Torbay,LA,5y_Eligible_Pop,1446.0
2020-21,E06000030,Swindon,LA,5y_Eligible_Pop,3104.0
2020-21,E06000031,Peterborough,LA,5y_Eligible_Pop,3105.0
2020-21,E06000032,Luton,LA,5y_Eligible_Pop,3689.0
2020-21,E06000033,Southend-on-Sea,LA,5y_Eligible_Pop,2288.0
2020-21,E06000034,Thurrock,LA,5y_Eligible_Pop,2697.0
2020-21,E06000035,Medway,LA,5y_Eligible_Pop,4089.0
2020-21,E06000036,Bracknell Forest,LA,5y_Eligible_Pop,1582.0
2020-21,E06000037,West Berkshire,LA,5y_Eligible_Pop,1723.0
2020-21,E06000038,Reading,LA,5y_Eligible_Pop,3043.0
2020-21,E06000039,Slough,LA,5y_Eligible_Pop,2539.0
2020-21,E06000040,Windsor and Maidenhead,LA,5y_Eligible_Pop,1835.0
2020-21,E06000041,Wokingham,LA,5y_Eligible_Pop,1909.0
2020-21,E06000042,Milton Keynes,LA,5y_Eligible_Pop,4099.0
2020-21,E06000043,Brighton and Hove,LA,5y_Eligible_Pop,2793.0
2020-21,E06000044,Portsmouth,LA,5y_Eligible_Pop,2389.0
2020-21,E06000045,Southampton,LA,5y_Eligible_Pop,2867.0
2020-21,E06000046,Isle of Wight,LA,5y_Eligible_Pop,1318.0
2020-21,E06000047,County Durham,LA,5y_Eligible_Pop,5650.0
2020-21,E06000049,Cheshire East,LA,5y_Eligible_Pop,4501.0
2020-21,E06000050,Cheshire West and Chester,LA,5y_Eligible_Pop,4032.0
2020-21,E06000051,Shropshire,LA,5y_Eligible_Pop,3200.0
2020-21,E06000052,Cornwall and Isles of Scilly,LA,5y_Eligible_Pop,5936.0
2020-21,E06000054,Wiltshire,LA,5y_Eligible_Pop,5597.0
2020-21,E06000055,Bedford,LA,5y_Eligible_Pop,2312.0
2020-21,E06000056,Central Bedfordshire,LA,5y_Eligible_Pop,3606.0
2020-21,E06000057,Northumberland,LA,5y_Eligible_Pop,3261.0
2020-21,E06000058,"Bournemouth, Christchurch and Poole",LA,5y_Eligible_Pop,4534.0
2020-21,E06000059,Dorset,LA,5y_Eligible_Pop,3259.0
2020-21,E06000060,Buckinghamshire,LA,5y_Eligible_Pop,7044.0
2020-21,E08000001,Bolton,LA,5y_Eligible_Pop,4063.0
2020-21,E08000002,Bury,LA,5y_Eligible_Pop,2462.0
2020-21,E08000003,Manchester,LA,5y_Eligible_Pop,8133.0
2020-21,E08000004,Oldham,LA,5y_Eligible_Pop,3514.0
2020-21,E08000005,Rochdale,LA,5y_Eligible_Pop,3099.0
2020-21,E08000006,Salford,LA,5y_Eligible_Pop,3668.0
2020-21,E08000007,Stockport,LA,5y_Eligible_Pop,3814.0
2020-21,E08000008,Tameside,LA,5y_Eligible_Pop,2740.0
2020-21,E08000009,Trafford,LA,5y_Eligible_Pop,2980.0
2020-21,E08000010,Wigan,LA,5y_Eligible_Pop,3672.0
2020-21,E08000011,Knowsley,LA,5y_Eligible_Pop,1987.0
2020-21,E08000012,Liverpool,LA,5y_Eligible_Pop,6394.0
2020-21,E08000013,St. Helens,LA,5y_Eligible_Pop,2167.0
2020-21,E08000014,Sefton,LA,5y_Eligible_Pop,2889.0
2020-21,E08000015,Wirral,LA,5y_Eligible_Pop,3730.0
2020-21,E08000016,Barnsley,LA,5y_Eligible_Pop,3026.0
2020-21,E08000017,Doncaster,LA,5y_Eligible_Pop,3738.0
2020-21,E08000018,Rotherham,LA,5y_Eligible_Pop,3111.0
2020-21,E08000019,Sheffield,LA,5y_Eligible_Pop,6688.0
